file,locale,slug,category,explicit_track,inferred_track,bridge_components,outside_magazine_surface,component_count
src/content/blog/cn/enneagram-nine-peacemaker-path.mdx,cn,enneagram-nine-peacemaker-path,Mind & Psychology,,magazine,,,0
src/content/blog/cn/entropy-thermodynamics-decay.mdx,cn,entropy-thermodynamics-decay,Lifestyle & Growth,,magazine,,,0
src/content/blog/cn/epigenetics-trauma-inheritance.mdx,cn,epigenetics-trauma-inheritance,Lifestyle & Growth,,magazine,,,0
src/content/blog/cn/evil-eye-envy-protection.mdx,cn,evil-eye-envy-protection,Myth & Culture,,magazine,,,0
src/content/blog/cn/evolution-survival-friendliest.mdx,cn,evolution-survival-friendliest,Lifestyle & Growth,,magazine,,,0
src/content/blog/cn/fall-of-rome-modern-parallels.mdx,cn,fall-of-rome-modern-parallels,Myth & Culture,,magazine,,,0
src/content/blog/cn/five-love-languages-connection.mdx,cn,five-love-languages-connection,Mind & Psychology,,magazine,,,0
src/content/blog/cn/gaslighting-reality-distortion.mdx,cn,gaslighting-reality-distortion,Mind & Psychology,,magazine,,,0
src/content/blog/cn/gnosticism-hidden-god.mdx,cn,gnosticism-hidden-god,Philosophy & Spirit,,magazine,,,0
src/content/blog/cn/gumiho-desire-taboo.mdx,cn,gumiho-desire-taboo,Myth & Culture,,magazine,,,0
src/content/blog/cn/heros-journey-campbell.mdx,cn,heros-journey-campbell,Myth & Culture,,magazine,,,0
src/content/blog/cn/house-gods-seongju.mdx,cn,house-gods-seongju,Myth & Culture,,magazine,,,0
src/content/blog/cn/icarus-ambition-crash.mdx,cn,icarus-ambition-crash,Myth & Culture,,magazine,,,0
src/content/blog/cn/ikigai-four-circles-purpose-finding.mdx,cn,ikigai-four-circles-purpose-finding,Lifestyle & Growth,,magazine,,,0
src/content/blog/cn/imposter-syndrome-fraudulence.mdx,cn,imposter-syndrome-fraudulence,Mind & Psychology,,magazine,,,0
src/content/blog/cn/industrial-revolution-alienation.mdx,cn,industrial-revolution-alienation,Myth & Culture,,magazine,,,0
src/content/blog/cn/jungian-shadow-work-meeting-dark-self.mdx,cn,jungian-shadow-work-meeting-dark-self,Mind & Psychology,,magazine,,,0
src/content/blog/cn/karma-moral-causality.mdx,cn,karma-moral-causality,Philosophy & Spirit,,magazine,,,0
src/content/blog/cn/korean-shamanism-muism.mdx,cn,korean-shamanism-muism,Myth & Culture,,magazine,,,0
src/content/blog/cn/lecture-1.mdx,cn,lecture-1,Philosophy & Spirit,,magazine,,,0
src/content/blog/cn/lecture-22.mdx,cn,lecture-22,Myth & Culture,,magazine,,,0
src/content/blog/cn/lecture-6.mdx,cn,lecture-6,Philosophy & Spirit,,magazine,,,0
src/content/blog/cn/machiavellianism-modern-workplace.mdx,cn,machiavellianism-modern-workplace,Mind & Psychology,,magazine,,,0
src/content/blog/cn/magazine-checklist-car-rental.mdx,cn,magazine-checklist-car-rental,Insights,,magazine,,,2
src/content/blog/cn/magazine-checklist-digital-used-trade.mdx,cn,magazine-checklist-digital-used-trade,Insights,,magazine,,,2
src/content/blog/cn/magazine-checklist-medical.mdx,cn,magazine-checklist-medical,Insights,,magazine,,,1
src/content/blog/cn/magazine-checklist-overseas-travel.mdx,cn,magazine-checklist-overseas-travel,Insights,,magazine,,,1
src/content/blog/cn/magazine-checklist-pet.mdx,cn,magazine-checklist-pet,Insights,,magazine,,,2
src/content/blog/cn/magazine-checklist-real-estate-moving.mdx,cn,magazine-checklist-real-estate-moving,Insights,,magazine,,,2
src/content/blog/cn/maslow-hierarchy-self-transcendence.mdx,cn,maslow-hierarchy-self-transcendence,Mind & Psychology,,magazine,,,0
src/content/blog/cn/meaning-of-akashic-records.mdx,cn,meaning-of-akashic-records,Philosophy & Spirit,,magazine,,,3
src/content/blog/cn/meaning-of-almanac.mdx,cn,meaning-of-almanac,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-archetypes.mdx,cn,meaning-of-archetypes,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-astrology.mdx,cn,meaning-of-astrology,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-attachment-theory.mdx,cn,meaning-of-attachment-theory,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-big5.mdx,cn,meaning-of-big5,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-biorhythms.mdx,cn,meaning-of-biorhythms,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-celtic-mythology.mdx,cn,meaning-of-celtic-mythology,Mythology,,magazine,,,3
src/content/blog/cn/meaning-of-chronotypes.mdx,cn,meaning-of-chronotypes,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-cognitive-biases.mdx,cn,meaning-of-cognitive-biases,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-egyptian-astrology.mdx,cn,meaning-of-egyptian-astrology,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-enneagram.mdx,cn,meaning-of-enneagram,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-gut-microbiome.mdx,cn,meaning-of-gut-microbiome,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-hellenistic-astrology.mdx,cn,meaning-of-hellenistic-astrology,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-hexaco.mdx,cn,meaning-of-hexaco,Lifestyle & Growth,,magazine,,,3
src/content/blog/cn/meaning-of-hormones.mdx,cn,meaning-of-hormones,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-hsp.mdx,cn,meaning-of-hsp,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-human-design.mdx,cn,meaning-of-human-design,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-hwarang.mdx,cn,meaning-of-hwarang,Myth & Culture,,magazine,,,3
src/content/blog/cn/meaning-of-kabbalah.mdx,cn,meaning-of-kabbalah,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-learning-styles.mdx,cn,meaning-of-learning-styles,Lifestyle & Growth,,magazine,,,3
src/content/blog/cn/meaning-of-mayan-mythology.mdx,cn,meaning-of-mayan-mythology,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-mbti.mdx,cn,meaning-of-mbti,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-musok.mdx,cn,meaning-of-musok,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-nordic-runes.mdx,cn,meaning-of-nordic-runes,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-numerology.mdx,cn,meaning-of-numerology,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-palja.mdx,cn,meaning-of-palja,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-perfectionism.mdx,cn,meaning-of-perfectionism,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-riasec.mdx,cn,meaning-of-riasec,Lifestyle & Growth,,magazine,,,3
src/content/blog/cn/meaning-of-tci.mdx,cn,meaning-of-tci,Mind & Psychology,,magazine,,,3
src/content/blog/cn/meaning-of-time.mdx,cn,meaning-of-time,Philosophy & Spirit,,magazine,,,3
src/content/blog/cn/meaning-of-vedic-astrology.mdx,cn,meaning-of-vedic-astrology,Mysticism,,magazine,,,3
src/content/blog/cn/meaning-of-yin-yang.mdx,cn,meaning-of-yin-yang,Philosophy & Spirit,,magazine,,,3
src/content/blog/cn/meaning-of-zi-wei-dou-shu.mdx,cn,meaning-of-zi-wei-dou-shu,Mysticism,,magazine,,,3
src/content/blog/cn/medusa-female-rage.mdx,cn,medusa-female-rage,Myth & Culture,,magazine,,,0
src/content/blog/cn/metacognition-thinking.mdx,cn,metacognition-thinking,Mind & Psychology,,magazine,,,0
src/content/blog/cn/microbiome-gut-brain-axis.mdx,cn,microbiome-gut-brain-axis,Lifestyle & Growth,,magazine,,,0
src/content/blog/cn/narcissus-echo-chamber.mdx,cn,narcissus-echo-chamber,Myth & Culture,,magazine,,,0
src/content/blog/cn/neuroplasticity-habit-formation.mdx,cn,neuroplasticity-habit-formation,Lifestyle & Growth,,magazine,,,0
src/content/blog/cn/neuroscience-neuroplasticity-brain-rewiring.mdx,cn,neuroscience-neuroplasticity-brain-rewiring,Mind & Psychology,,magazine,,,0
src/content/blog/cn/oedipus-fate-determinism.mdx,cn,oedipus-fate-determinism,Myth & Culture,,magazine,,,0
src/content/blog/cn/panopticon-surveillance-society.mdx,cn,panopticon-surveillance-society,Myth & Culture,,magazine,,,0
src/content/blog/cn/peter-pan-syndrome-kidult.mdx,cn,peter-pan-syndrome-kidult,Mind & Psychology,,magazine,,,0
src/content/blog/cn/printing-press-ai-revolution.mdx,cn,printing-press-ai-revolution,Myth & Culture,,magazine,,,0
src/content/blog/cn/pygmalion-effect-self-fulfilling-prophecy.mdx,cn,pygmalion-effect-self-fulfilling-prophecy,Mind & Psychology,,magazine,,,0
src/content/blog/cn/quantum-mechanics-observer.mdx,cn,quantum-mechanics-observer,Lifestyle & Growth,,magazine,,,0
src/content/blog/cn/renaissance-humanism-center.mdx,cn,renaissance-humanism-center,Myth & Culture,,magazine,,,0
src/content/blog/cn/seven-chakras-energy-centers-alignment.mdx,cn,seven-chakras-energy-centers-alignment,Philosophy & Spirit,,magazine,,,0
src/content/blog/cn/seven-deadly-sins-capitalism.mdx,cn,seven-deadly-sins-capitalism,Philosophy & Spirit,,magazine,,,0
src/content/blog/cn/shadow-work-jungian-integration.mdx,cn,shadow-work-jungian-integration,Mind & Psychology,,magazine,,,0
src/content/blog/cn/simulation-theory-matrix.mdx,cn,simulation-theory-matrix,Lifestyle & Growth,,magazine,,,0
src/content/blog/cn/sisyphus-burnout.mdx,cn,sisyphus-burnout,Myth & Culture,,magazine,,,0
src/content/blog/cn/social-contract-rousseau-freedom.mdx,cn,social-contract-rousseau-freedom,Myth & Culture,,magazine,,,0
src/content/blog/cn/stoicism-memento-mori-life-wisdom.mdx,cn,stoicism-memento-mori-life-wisdom,Philosophy,,magazine,,,0
src/content/blog/cn/stoicism-stress-system.mdx,cn,stoicism-stress-system,Philosophy,,magazine,,,0
src/content/blog/cn/sufism-rumi-love.mdx,cn,sufism-rumi-love,Philosophy & Spirit,,magazine,,,0
src/content/blog/cn/taiwan-income-tax-guide.mdx,cn,taiwan-income-tax-guide,Finance,magazine,magazine,,,5
src/content/blog/cn/taiwan-investment-guide.mdx,cn,taiwan-investment-guide,Finance,magazine,magazine,,,4
src/content/blog/cn/taiwan-labor-health-insurance-guide.mdx,cn,taiwan-labor-health-insurance-guide,Finance,magazine,magazine,,,4
src/content/blog/cn/taoism-wu-wei-flow.mdx,cn,taoism-wu-wei-flow,Philosophy & Spirit,,magazine,,,0
src/content/blog/cn/techno-animism-robots.mdx,cn,techno-animism-robots,Myth & Culture,,magazine,,,0
src/content/blog/cn/trickster-chaos-creativity.mdx,cn,trickster-chaos-creativity,Myth & Culture,,magazine,,,0
src/content/blog/cn/utilitarianism-trolley-problem.mdx,cn,utilitarianism-trolley-problem,Myth & Culture,,magazine,,,0
src/content/blog/en/12-houses-of-life-areas.mdx,en,12-houses-of-life-areas,Mysticism,,magazine,,,0
src/content/blog/en/12-stages-of-life-energy-cycle.mdx,en,12-stages-of-life-energy-cycle,Mysticism,,magazine,,,0
src/content/blog/en/2025-year-of-blue-snake-fortune.mdx,en,2025-year-of-blue-snake-fortune,Mysticism,,magazine,,,0
src/content/blog/en/2025-year-of-blue-snake-outlook.mdx,en,2025-year-of-blue-snake-outlook,Mysticism,,magazine,,,0
src/content/blog/en/8-cognitive-functions-deep-dive.mdx,en,8-cognitive-functions-deep-dive,Mind & Psychology,,magazine,,,0
src/content/blog/en/abilene-paradox-groupthink.mdx,en,abilene-paradox-groupthink,Mind & Psychology,,magazine,,,0
src/content/blog/en/adult-adhd-survival-guide.mdx,en,adult-adhd-survival-guide,Mind & Psychology,,magazine,,,1
src/content/blog/en/advanced-subjunctive-usage.mdx,en,advanced-subjunctive-usage,Education & Language,,magazine,,,0
src/content/blog/en/ai-literacy-future-skills.mdx,en,ai-literacy-future-skills,Mind & Psychology,,magazine,,,0
src/content/blog/en/all-problems-are-relationships.mdx,en,all-problems-are-relationships,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/all-worries-from-relationships.mdx,en,all-worries-from-relationships,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/ancestor-worship-jesa.mdx,en,ancestor-worship-jesa,Myth & Culture,,magazine,,,0
src/content/blog/en/anchoring-bias-negotiation.mdx,en,anchoring-bias-negotiation,Mind & Psychology,,magazine,,,0
src/content/blog/en/anger-management-psychology.mdx,en,anger-management-psychology,Mind & Psychology,,magazine,,,1
src/content/blog/en/animal-spirits-totems-power.mdx,en,animal-spirits-totems-power,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/anxiety-flame.mdx,en,anxiety-flame,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/architecture-of-focus-environment.mdx,en,architecture-of-focus-environment,Lifestyle & Growth,,magazine,,,0
src/content/blog/en/ascendant-rising-sign-mask.mdx,en,ascendant-rising-sign-mask,Mysticism,,magazine,,,0
src/content/blog/en/asch-conformity-social-pressure.mdx,en,asch-conformity-social-pressure,Mind & Psychology,,magazine,,,0
src/content/blog/en/ascii-art-digital-nostalgia.mdx,en,ascii-art-digital-nostalgia,Tools,,magazine,,,0
src/content/blog/en/astrology-black-moon-lilith-shadow-power.mdx,en,astrology-black-moon-lilith-shadow-power,Mysticism,,magazine,,,0
src/content/blog/en/astrology-karmic-saturn-pluto.mdx,en,astrology-karmic-saturn-pluto,Mysticism,,magazine,,,0
src/content/blog/en/astrology-lunar-nodes-spiritual-destiny.mdx,en,astrology-lunar-nodes-spiritual-destiny,Mysticism,,magazine,,,0
src/content/blog/en/astrology-parenting-moon.mdx,en,astrology-parenting-moon,Mysticism,,magazine,,,0
src/content/blog/en/astronomy-orbital-dynamics.mdx,en,astronomy-orbital-dynamics,Lifestyle & Growth,,magazine,,,0
src/content/blog/en/attachment-style-relationship-guide.mdx,en,attachment-style-relationship-guide,Mind & Psychology,,magazine,,,6
src/content/blog/en/attachment-theory-adults.mdx,en,attachment-theory-adults,Mind & Psychology,,magazine,,,0
src/content/blog/en/attachment-theory-archetypal-map.mdx,en,attachment-theory-archetypal-map,Mind & Psychology,,magazine,,,0
src/content/blog/en/attachment-theory-love-patterns.mdx,en,attachment-theory-love-patterns,Mind & Psychology,,magazine,,,0
src/content/blog/en/attachment-theory-relationships.mdx,en,attachment-theory-relationships,Mind & Psychology,,magazine,,,0
src/content/blog/en/authority-bias-influence.mdx,en,authority-bias-influence,Mind & Psychology,,magazine,,,0
src/content/blog/en/availability-heuristic-bias.mdx,en,availability-heuristic-bias,Mind & Psychology,,magazine,,,0
src/content/blog/en/availability-heuristic-risk.mdx,en,availability-heuristic-risk,Mind & Psychology,,magazine,,,0
src/content/blog/en/baader-meinhof-frequency-illusion.mdx,en,baader-meinhof-frequency-illusion,Mind & Psychology,,magazine,,,0
src/content/blog/en/bagua-map-life-areas.mdx,en,bagua-map-life-areas,Mysticism,,magazine,,,0
src/content/blog/en/baking-soda-citric-acid-percarbonate-uses.mdx,en,baking-soda-citric-acid-percarbonate-uses,Lifestyle,,magazine,,,0
src/content/blog/en/baldur-myth-shadow-tragic.mdx,en,baldur-myth-shadow-tragic,Mythology,,magazine,,,0
src/content/blog/en/baridegi-myth-healer-transformation.mdx,en,baridegi-myth-healer-transformation,Mythology,,magazine,,,0
src/content/blog/en/base-rate-neglect-probability.mdx,en,base-rate-neglect-probability,Mind & Psychology,,magazine,,,0
src/content/blog/en/bedroom-mirrors-sleep-quality.mdx,en,bedroom-mirrors-sleep-quality,Mysticism,,magazine,,,0
src/content/blog/en/befriending-anxiety-science.mdx,en,befriending-anxiety-science,Mind & Psychology,,magazine,,,0
src/content/blog/en/ben-franklin-effect-favors.mdx,en,ben-franklin-effect-favors,Mind & Psychology,,magazine,,,0
src/content/blog/en/biology-autophagy-cellular-cleanup.mdx,en,biology-autophagy-cellular-cleanup,Mind & Psychology,,magazine,,,0
src/content/blog/en/birth-flower-april-daisy-sweet-pea.mdx,en,birth-flower-april-daisy-sweet-pea,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-august-gladiolus-poppy.mdx,en,birth-flower-august-gladiolus-poppy,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-december-holly-narcissus-poinsettia.mdx,en,birth-flower-december-holly-narcissus-poinsettia,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-february-violet-primrose.mdx,en,birth-flower-february-violet-primrose,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-january-carnation-snowdrop.mdx,en,birth-flower-january-carnation-snowdrop,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-july-larkspur-water-lily.mdx,en,birth-flower-july-larkspur-water-lily,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-june-rose-honeysuckle.mdx,en,birth-flower-june-rose-honeysuckle,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-march-daffodil-jonquil.mdx,en,birth-flower-march-daffodil-jonquil,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-may-lily-of-the-valley-hawthorn.mdx,en,birth-flower-may-lily-of-the-valley-hawthorn,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-november-chrysanthemum-peony.mdx,en,birth-flower-november-chrysanthemum-peony,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-october-marigold-cosmos.mdx,en,birth-flower-october-marigold-cosmos,Mysticism,,magazine,,,0
src/content/blog/en/birth-flower-september-aster-morning-glory.mdx,en,birth-flower-september-aster-morning-glory,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-april-diamond-meaning.mdx,en,birthstone-april-diamond-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-august-peridot-meaning.mdx,en,birthstone-august-peridot-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-december-tanzanite-turquoise-meaning.mdx,en,birthstone-december-tanzanite-turquoise-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-february-amethyst-meaning.mdx,en,birthstone-february-amethyst-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-january-garnet-meaning.mdx,en,birthstone-january-garnet-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-july-ruby-meaning.mdx,en,birthstone-july-ruby-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-june-pearl-alexandrite-meaning.mdx,en,birthstone-june-pearl-alexandrite-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-march-aquamarine-meaning.mdx,en,birthstone-march-aquamarine-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-may-emerald-meaning.mdx,en,birthstone-may-emerald-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-november-topaz-citrine-meaning.mdx,en,birthstone-november-topaz-citrine-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-october-opal-tourmaline-meaning.mdx,en,birthstone-october-opal-tourmaline-meaning,Mysticism,,magazine,,,0
src/content/blog/en/birthstone-september-sapphire-meaning.mdx,en,birthstone-september-sapphire-meaning,Mysticism,,magazine,,,0
src/content/blog/en/black-death-pandemic-economics.mdx,en,black-death-pandemic-economics,Myth & Culture,,magazine,,,0
src/content/blog/en/bmi-body-composition-health.mdx,en,bmi-body-composition-health,Health,,magazine,,,0
